Parameternamn;Beskrivning;Enhet
Lufttemperatur;momentanvärde, 1 gång/tim;degree celsius

StationsId;Stationsnamn;Latitude;Longitude;Height;2020-04-29 21:00:00;Kvalitet;;Data från senaste timmen
188790;Abisko Aut;68.3538;18.8164;392.303;-4.0;G;;Tidsperiod (fr.o.m.) = 2020-04-29 20:00:01 (UTC)
97280;Adelsö A;59.3579;17.5213;5.612;3.1;G;;Tidsperiod (t.o.m.) = 2020-04-29 21:00:00 (UTC)
167710;Arjeplog A;66.0513;17.8396;430.839;-1.9;G;;Samplingstid = Ej angivet
159880;Arvidsjaur A;65.5941;19.2642;382.45;-1.4;G;;
92410;Arvika A;59.6743;12.6354;65.758;-2.1;G;;Kvalitetskoderna:
106070;Avesta;60.1413;16.1715;99.043;;;;Grön (G) = Kontrollerade och godkända värden.
84340;Axstål Mo;58.5719;14.5722;91.0;5.3;G;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
62180;Barkåkra;56.2979;12.8441;18.0;5.3;G;;
98040;Berga Mo;59.0688;18.1184;4.0;0.0;G;;Orsaker till saknade data:
151280;Bjuröklubb A;64.4799;21.5754;35.41;-0.4;G;;  stationen eller givaren har varit ur funktion.
178820;Björkudden;67.3956;18.7156;376.0;;;;  kvalitetskontrollerna har felmarkerat data (röd kvalitetskod). Efterföljande manuell granskning godkänner, rättar eller underkänner data.
92130;Blomskog A;59.2213;12.0754;169.645;2.5;G
132110;Blåhammaren A;63.1854;12.1734;1086.952;-4.8;G
161940;Boden Mo;65.8151;21.6396;25.0;-1.6;G
105260;Borlänge Flygplats;60.4294;15.5079;152.0;1.2;G
72450;Borås;57.7611;12.9493;135.0;;
102390;Brattmon V;60.7569;12.7723;199.0;;
106040;Brovallen;60.0989;16.3026;100.154;;
127130;Brämön A;62.2198;17.739;18.13;2.0;G
157870;Buresjön A;65.558;17.8554;394.05;-2.1;G
123460;Börtnan A;62.7548;13.8427;467.246;1.6;G
94390;Daglösen A;59.6612;14.1803;133.077;-2.6;G
116490;Delsbo A;61.8264;16.5385;70.667;-1.5;G
123060;Dravagen A;62.0936;13.6086;566.642;0.3;G
115220;Edsbyn A;61.3607;15.7144;183.648;-2.2;G
62530;Eftra-Broen V;56.8625;12.6628;10.0;;
107440;Eggegrund A;60.7298;17.5584;3.731;2.5;G
97370;Enköping Mo;59.6557;17.1121;26.0;0.1;G
82350;Erikstad-Bergarud V;58.6003;12.413;59.0;;
96190;Eskilstuna A;59.3821;16.4526;12.577;-1.4;G
181970;Esrange;67.8911;21.0846;328.0;;
52230;Falsterbo;55.3836;12.8203;5.0;;
52240;Falsterbo A;55.3837;12.8166;1.575;5.9;G
105370;Falun-Lugnet;60.619;15.6603;140.0;;
107140;Film A;60.2358;17.9043;33.381;-2.7;G
122430;Flatruet V;62.7291;12.7264;932.0;;
96040;Floda A;59.0558;16.3944;31.337;2.4;G
137080;Forse;63.1461;17.0223;125.604;;
148040;Fredrika A;64.0744;18.3619;327.684;-2.0;G
104090;Fredriksberg;60.1417;14.3909;304.749;;
134110;Frösön;63.1974;14.4863;376.0;1.7;G
78550;Fårösund Ar A;57.9165;18.9533;12.756;4.0;G
134410;Föllinge A;63.6761;14.6048;361.8;1.7;G
155790;Gielas A;65.3269;15.0645;578.328;-1.9;G
76420;Gladhammar A;57.7068;16.4526;35.277;-1.2;G
159770;Glommersträsk;65.2764;19.6839;394.387;;
89230;Gotska Sandön A;58.3939;19.194;15.911;2.2;G
145130;Gubbhögen A;64.2172;15.5529;310.221;0.8;G
147560;Gunnarn A;65.0094;17.6993;275.491;0.3;G
103100;Gustavsfors A;60.1533;13.799;187.153;-1.4;G
144310;Gäddede A;64.5044;14.2207;553.025;-0.2;G
180760;Gällivare A;67.1407;20.6413;358.975;-4.5;G
107420;Gävle A;60.7161;17.1607;16.125;-2.6;G
84520;Gårdsjö A;58.8768;14.3875;210.675;0.8;G
71420;Göteborg A;57.7156;11.9924;3.038;7.6;G
74180;Hagshult Mo;57.2926;14.1399;169.0;3.9;G
62260;Hallands Väderö A;56.4496;12.5453;9.172;5.7;G
135460;Hallhåxåsen A;63.7685;15.3279;375.391;1.0;G
62400;Halmstad;56.6737;12.9242;24.0;;
114410;Hamra A;61.6599;14.9918;453.588;-1.1;G
64020;Hanö A;56.0135;14.8463;58.622;4.8;G
163960;Haparanda A;65.8237;24.1112;13.243;-3.0;G
87140;Harstena A;58.2505;17.0106;14.0;3.6;G
123340;Hedeviken;62.4112;13.6748;410.0;;
62040;Helsingborg A;56.0304;12.7653;43.0;4.9;G
155970;Hemavan Flygplats;65.8077;15.0854;458.0;-1.3;G
155960;Hemavan-Gierevarto A;65.7813;15.0623;793.504;-4.0;G
138390;Hemling A;63.6503;18.5466;182.186;-3.3;G
68560;Hoburg A;56.9209;18.1506;34.118;0.9;G
140460;Holmön A;63.807;20.8645;6.535;0.8;G
75520;Horn A;57.8861;15.8623;89.822;-1.8;G
146050;Hoting A;64.0875;16.2356;241.55;0.7;G
81370;Hud V;58.6608;11.4178;95.0;;
117440;Hudiksvall;61.7167;17.086;5.0;;
125440;Hunge A;62.7504;15.0845;343.238;-0.5;G
62250;Hunnestorp V;56.404;12.9436;159.0;;
83190;Hällum A;58.3218;13.0379;70.071;5.0;G
127380;Härnösand;62.6364;17.9214;17.655;;
85180;Härsnäs;58.2884;15.2336;126.803;;
63160;Hästveda Mo;56.2799;13.9432;103.0;4.0;G
53530;Hörby A;55.8633;13.6662;113.388;4.6;G
112540;Idre Fjäll A;61.8886;12.8521;869.407;-1.7;G
170860;Jokkmokk Flygplats Mo;66.499;20.131;275.0;-0.2;G
136410;Junsele A;63.6839;16.95;218.766;-1.0;G
166810;Jäckvik;66.3874;16.9714;433.56;;
139260;Järnäsklubb A;63.4351;19.6731;5.928;1.2;G
116430;Järvsö;61.7111;16.1667;140.0;;
74460;Jönköpings flygplats;57.7514;14.0733;226.0;2.7;G
66420;Kalmar flygplats;56.6784;16.2922;6.0;0.3;G
192840;Karesuando A;68.4418;22.4435;329.68;-5.5;G
84310;Karlsborg Mo;58.514;14.5102;95.0;4.6;G
64130;Karlshamn;56.1813;14.8517;50.0;;
65090;Karlskrona-Söderstjerna Mo;56.1498;15.5921;2.0;5.3;G
93220;Karlstad Flygplats;59.4446;13.3374;107.0;3.3;G
188850;Katterjåkk A;68.4202;18.168;514.248;-6.9;G
106160;Kerstinbo A;60.2683;16.9738;55.695;-1.3;G
85460;Kettstaka A;58.7162;15.0271;224.876;1.8;G
94190;Kilsbergen-Suttarboda A;59.2996;14.8956;218.353;2.1;G
180940;Kiruna Flygplats;67.827;20.3387;459.0;-3.5;G
95540;Kloten A;59.8703;15.2522;283.21;-0.2;G
124300;Klövsjöhöjden A;62.4952;14.1542;802.503;-2.3;G
86420;Kolmården-Strömsfors A;58.6892;16.3069;153.613;2.4;G
133500;Korsvattnet A;63.8385;13.5009;716.605;;
65510;Kosta Mo;56.8403;15.47;230.0;0.6;G
64030;Kristianstad;56.0133;14.2896;10.0;;
54990;Kristianstad V;56.0239;14.1027;7.0;;
94180;Kristinehamn;59.3102;14.0994;46.71;;
82360;Kroppefjäll-Granan A;58.6065;12.1973;173.75;3.1;G
136090;Krångede A;63.1512;16.1699;183.123;-0.6;G
117430;Kuggören A;61.7027;17.5216;8.568;0.2;G
85390;Kvarn Mo;58.6277;15.4372;72.0;-2.0;G
167990;Kvikkjokk-Årrenjarka A;66.8874;18.0198;314.692;-1.4;G
83040;Kymbo V;58.0794;13.785;222.0;;
72140;Källsjö;57.2322;12.7018;153.9;;
71510;Kärna;57.8421;11.8049;20.66;;
171790;Lakaträsk A;66.2789;21.1285;185.031;-0.7;G
87450;Landsort;58.7404;17.8655;12.653;;
87440;Landsort A;58.7429;17.8684;17.484;4.0;G
72420;Landvetter Flygplats;57.6764;12.2919;154.0;5.1;G
180770;Latnivaara A;67.2551;20.2704;453.191;-6.9;G
105450;Leksand;60.7248;15.0143;172.638;;
63510;Ljungby A;56.8525;13.8794;148.485;4.1;G
122330;Ljusnedal;62.5493;12.6043;585.0;;
162860;Luleå Flygplats;65.5434;22.1193;17.0;0.2;G
162870;Luleå-Bergnäset;65.5746;22.11;12.156;;
53430;Lund;55.6932;13.2251;26.451;;
128390;Lungö A;62.6417;18.0899;14.325;1.8;G
148330;Lycksele A;64.5481;18.713;210.07;-2.1;G
85050;Malexander A;58.0716;15.233;197.27;0.9;G
85240;Malmslätt;58.4004;15.5327;93.0;2.0;G
52350;Malmö A;55.5715;13.0708;19.757;4.6;G
103420;Malung A;60.6765;13.7072;302.583;1.0;G
158750;Malå;65.1812;18.7421;308.635;;
158740;Malå-Brännan A;65.1512;18.5935;363.111;-0.4;G
83440;Mariestad;58.7136;13.823;50.0;;
63280;Markaryd;56.4577;13.6159;113.846;;
172920;Markusvinsa;66.7259;22.894;163.362;;
166910;Mierkenis A;66.6802;16.1053;613.982;-3.0;G
104580;Mora A;60.9601;14.5041;195.417;3.5;G
78320;Mästerby;57.4725;18.2739;36.385;;
75250;Målilla A;57.3845;15.8009;95.667;-0.3;G
81050;Måseskär A;58.0937;11.3312;14.973;7.6;G
191910;Naimakka A;68.6762;21.5229;402.202;-9.0;G
170930;Nattavaara A;66.7516;20.9238;327.631;-4.4;G
83420;Naven A;58.6998;13.1109;53.0;4.9;G
71190;Nidingen A;57.3036;11.9049;3.785;8.3;G
179960;Nikkaluokta A;67.8527;19.0212;466.765;-4.4;G
134090;Norderön;63.1611;14.3661;320.608;;
81540;Nordkoster A;58.892;11.0038;33.362;6.3;G
86340;Norrköping-SMHI;58.5828;16.147;40.334;3.5;G
149560;Norsjö A;64.9253;19.3744;309.576;-2.6;G
63220;Osby;56.3742;13.9376;90.0;;
76160;Oskarshamn;57.267;16.4114;12.072;;
87400;Oxelösund;58.6772;17.1199;7.154;;
172940;Paharova A;66.8094;22.3315;227.643;-3.3;G
183750;Pajala A;67.2036;23.3899;163.774;-3.6;G
182910;Parkalompolo A;67.7301;22.8219;312.183;-5.8;G
149340;Petisträsk A;64.5659;19.6943;258.047;-3.6;G
161710;Pite-Rönnskär A;65.034;21.5609;4.878;-0.2;G
161790;Piteå;65.2625;21.474;8.268;;
74440;Prästkulla;57.7236;14.9829;294.019;;
189720;Rensjön A;68.073;19.8351;493.651;-5.3;G
177930;Ritsem A;67.7255;17.4668;541.214;-3.0;G
78290;Roma V;57.5436;18.4253;32.0;;
65160;Ronneby-Bredåkra;56.2619;15.2742;58.0;3.7;G
73480;Rångedala A;57.7846;13.1642;297.467;3.7;G
162790;Rödkallen A;65.3121;22.3709;1.932;1.6;G
81040;Rörastrand;58.0578;11.6454;9.465;;
182810;Saittarova A;67.3363;22.2288;240.652;-2.6;G
96560;Sala A;59.9093;16.6843;56.575;-1.7;G
139120;Skagsudde A;63.1872;19.0199;9.343;2.0;G
83270;Skara;58.4072;13.4407;115.0;;
98160;Skarpö A;59.3446;18.7404;19.287;1.7;G
151380;Skellefteå Flygplats;64.6244;21.0717;48.0;-3.5;G
54290;Skillinge A;55.489;14.3144;4.016;6.2;G
83230;Skövde;58.3949;13.8436;150.0;;
157860;Sorsele;65.537;17.529;344.698;;
154730;Stekenjokk A;65.0929;14.5055;1037.322;-5.9;G
98210;Stockholm;59.3417;18.0549;43.133;;
98230;Stockholm A;59.3417;18.0549;43.133;3.1;G
97400;Stockholm-Arlanda;59.6269;17.9545;42.0;-2.3;G
97200;Stockholm-Bromma;59.3537;17.9513;14.0;2.9;G
178860;Stora Sjöfallet A;67.4948;18.2907;426.536;-2.0;G
105220;Stora Spånsberget A;60.3817;15.1374;492.257;-1.9;G
132170;Storlien-Storvallen A;63.2826;12.1218;583.124;0.0;G
163900;Storön A;65.6972;23.0959;2.394;-0.3;G
53300;Sturup;55.5231;13.3787;72.0;4.9;G
94580;Ställdalen;59.9382;14.8884;247.176;;
127310;Sundsvalls Flygplats;62.5246;17.441;4.0;-2.6;G
93520;Sunne A;59.8639;13.1166;108.947;1.6;G
98490;Svanberga A;59.8317;18.6313;14.821;-4.2;G
124030;Sveg A;62.0462;14.4069;357.187;1.1;G
99270;Svenska Högarna;59.4445;19.5059;12.0;;
99280;Svenska Högarna A;59.4423;19.5022;11.811;3.0;G
132030;Sylarna A;63.0438;12.2748;1030.11;-2.7;G
113420;Särna A;61.6912;13.1865;425.0;1.3;G
82260;Såtenäs;58.4358;12.7075;54.0;5.1;G
99450;Söderarm A;59.7531;19.4054;14.006;3.0;G
97120;Södertälje;59.2141;17.6291;43.221;;
178970;Tarfala A;67.9124;18.6101;1143.653;-9.2;G
64320;Tingsryd-Degerhaga;56.5375;14.8989;162.965;;
169790;Tjåkaape Mo;66.3002;19.2;581.0;-2.9;G
